암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz,의료법인 동해동인병원,11,종합병원,320000,강원,320200,동해시,평릉동,25751,"강원특별자치도 동해시 하평로 26, (평릉동)",033-530-0114,,19830725,19,2,0,0,16,0,0,0,1,0,0,0,0,0,129.1074625,37.5299417
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 록향의료재단 신천연합병원,11,종합병원,310000,경기,311700,시흥시,대야동,14905,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",031-310-6300,http://www.suh.or.kr,19920509,29,2,0,0,26,0,0,0,1,0,0,0,0,0,126.7894932,37.4445152
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,의료법인 명인의료재단 화홍병원,11,종합병원,310000,경기,310601,수원권선구,호매실동,16630,"경기도 수원시 권선구 호매실로90번길 98, (호매실동)",031-278-0119,,20200421,53,0,0,0,53,0,0,0,0,0,0,0,0,0,126.9639084,37.2601268
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,의료법인 명지의료재단 명지병원,11,종합병원,330000,충북,330300,제천시,고암동,27140,"충청북도 제천시 내토로 991-0, 의료법인명지의료재단명지병원",043-640-8114,http://www.jcmj.co.kr/top/bbs/board.php?bo_table=a01,20110315,39,0,0,0,38,1,0,0,0,0,0,0,0,0,128.233951,37.1634681
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 문병욱의료재단 진주고려병원,11,종합병원,380000,경남,380500,진주시,칠암동,52726,"경상남도 진주시 동진로 2, (칠암동, 진주고려병원)",055-751-2500,,19841114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인 박애의료재단 박애병원,11,종합병원,310000,경기,311200,평택시,평택동,17909,"경기도 평택시 평택2로20번길 3, (평택동)",031-652-2121,http://www.bagaehospital.com,19820702,25,2,0,0,22,1,0,0,0,0,0,0,0,0,127.0890756,36.9930636
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,의료법인 백제병원,11,종합병원,340000,충남,340700,논산시,취암동,32980,"충청남도 논산시 시민로294번길 14,  (취암동)",041-733-2191,http://www.bjhosp.co.kr/index.asp,19820504,49,0,0,0,46,2,0,0,1,0,0,0,0,0,127.0944739,36.192193
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 서명의료재단 세명종합병원,11,종합병원,370000,경북,371000,경산시,중방동,38619,"경상북도 경산시 경안로 208, (중방동)",053-819-8800,http://www.smhospital.kr,20030925,37,0,0,0,37,0,0,0,0,0,0,0,0,0,128.7371689,35.8263331
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 석경의료재단 센트럴병원,11,종합병원,310000,경기,311700,시흥시,정왕동,15079,"경기도 시흥시 공단1대로 237, (정왕동, 센트럴 병원)",031-8041-3000,,20080219,47,3,0,0,42,0,0,0,2,0,0,0,0,0,126.7281267,37.3369084
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인 성념의료재단맑은샘병원,11,종합병원,380000,경남,381000,거제시,연초면,53209,"경상남도 거제시 연초면 거제대로 4477, (연초면)",055-731-1240,http://www.clearwell.kr/,20130409,15,0,0,0,14,0,0,0,1,0,0,0,0,0,128.6437581,34.8978348
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 성수의료재단 인천백병원,11,종합병원,220000,인천,220002,인천동구,송림동,22534,"인천광역시 동구 샛골로 214- , (송림동)",032-765-7070,http//www.baek-hospital.com/,20121231,27,1,0,0,26,0,0,0,0,0,0,0,0,0,126.6458376,37.4817037
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,의료법인 센텀의료재단 센텀종합병원,11,종합병원,210000,부산,210014,부산수영구,광안동,48243,"부산광역시 수영구 수영로679번길 8, (광안동)",051-750-5000,,20021202,57,0,0,0,56,0,0,0,1,0,0,0,0,0,129.1144194,35.1668299
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,의료법인 송은의료재단 울산시티병원,11,종합병원,260000,울산,260004,울산북구,연암동,44238,"울산광역시 북구 산업로 1007, (연암동)",052-280-9000,,20140804,49,2,0,0,45,1,0,0,1,0,0,0,0,0,129.3590343,35.5828446
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 평택성모병원,11,종합병원,310000,경기,311200,평택시,세교동,17825,"경기도 평택시 평택로 284, (세교동)",1800-8800,,20150129,77,2,0,0,72,1,0,0,2,0,0,0,0,0,127.0743334,37.0084186
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,의료법인 영동의료재단 의정부백병원,11,종합병원,310000,경기,310800,의정부시,신곡동,11778,"경기도 의정부시 금신로 322, (신곡동)",031-856-8111,,19960716,23,1,0,0,19,1,0,0,2,0,0,0,0,0,127.0622375,37.7453263
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영서의료재단 천안충무병원,11,종합병원,340000,충남,340201,천안서북구,쌍용동,31181,"충청남도 천안시 서북구 다가말3길 8,  (쌍용동)",041-570-7555,http://cmhos.co.kr,19960501,69,0,0,0,62,6,0,0,1,0,0,0,0,0,127.1314943,36.7974082
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 영제 의료재단 엔케이세종병원,11,종합병원,410000,세종시,410000,세종시,나성동,30130,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",044-850-7700,,20190430,20,0,0,0,18,1,0,0,1,0,0,0,0,0,127.2622579,36.4796231
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,의료법인 영훈의료재단 대전선병원,11,종합병원,250000,대전,250005,대전중구,목동,34811,"대전광역시 중구 목중로 29, (목동)",042-220-8114,http://www.sunhospital.com/main/,19820630,72,0,3,2,64,1,0,0,2,0,0,0,0,0,127.4104139,36.3360669
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 예당의료재단 예산종합병원,11,종합병원,340000,충남,340012,예산군,예산읍,32432,"충청남도 예산군 예산읍 금오대로 94, (예산읍)",041-330-4000,,20070619,15,1,0,0,14,0,0,0,0,0,0,0,0,0,126.8379717,36.6910744
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인 오성의료재단 동군산병원,11,종합병원,350000,전북,350100,군산시,조촌동,54033,"전북특별자치도 군산시 조촌로 149,  (조촌동)",063-440-0300,http://www.donggunsanhosp.co.kr,20040604,52,2,0,0,48,2,0,0,0,0,0,0,0,0,126.737162,35.9774829
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 온그룹의료재단 온종합병원,11,종합병원,210000,부산,210004,부산진구,당감동,47261,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",051-607-0133,http://www.onhospital.org,20100226,77,4,1,2,66,1,0,0,1,2,0,0,0,0,129.0504284,35.1574359
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,의료법인 우범의료재단 장흥종합병원,11,종합병원,360000,전남,360018,장흥군,장흥읍,59325,"전라남도 장흥군 장흥읍 흥성로 74, 74",061-862-8300,,19880801,12,1,0,0,11,0,0,0,0,0,0,0,0,0,126.9109162,34.6771315
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인 원광의료재단 원광종합병원,11,종합병원,310000,경기,312500,화성시,송산동,18356,"경기도 화성시 화산북로 21, (송산동)",031-8077-7200,,20170612,24,0,0,0,24,0,0,0,0,0,0,0,0,0,127.0081096,37.2101373
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,의료법인 은성의료재단 좋은강안병원,11,종합병원,210000,부산,210014,부산수영구,남천동,48265,"부산광역시 수영구 수영로 493, (남천동)",051-625-0900,http://gang-an.or.kr/index.php,20050223,95,5,0,0,88,1,0,0,1,0,0,0,0,0,129.1106218,35.1500685
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,의료법인 은성의료재단 좋은삼정병원,11,종합병원,260000,울산,260001,울산남구,무거동,44629,"울산광역시 남구 북부순환도로 51, (무거동)",052-220-7500,,20140602,35,6,0,0,28,1,0,0,0,0,0,0,0,0,129.2688243,35.5528955
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 은혜와감사의료재단 화성중앙종합병원,11,종합병원,310000,경기,312500,화성시,향남읍,18592,"경기도 화성시 향남읍 발안로 5, (향남읍)",031-352-8114,http://www.hjhospital.co.kr,20041030,15,1,0,0,14,0,0,0,0,0,0,0,0,0,126.9108361,37.1312957
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인 인당의료재단 부민병원,11,종합병원,210000,부산,210005,부산북구,덕천동,46555,"부산광역시 북구 만덕대로 59, (덕천동)",051-330-3000,www.bumin.co.kr/busan/,20030102,64,2,1,0,60,1,0,0,0,0,0,0,0,0,129.0112115,35.2119276
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 인당의료재단 해운대부민병원,11,종합병원,210000,부산,210009,부산해운대구,우동,48094,"부산광역시 해운대구 해운대로 584, (우동)",602-8000,,20150709,61,3,0,0,58,0,0,0,0,0,0,0,0,0,129.1556545,35.1614208
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjODEjJDEjJDYjJDgz,의료법인 인천사랑병원,11,종합병원,220000,인천,220001,인천미추홀구,주안동,22135,"인천광역시 미추홀구 미추홀대로 726-0, 인천사랑병원",032-457-2000,http://www.saranghospital.com,19981125,64,0,0,6,58,0,0,0,0,0,0,0,0,0,126.6807094,37.462204
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,의료법인 인화재단 한국병원,11,종합병원,330000,충북,330101,청주상당구,영운동,28713,"충청북도 청주시 상당구 단재로 106-0, 한국병원",043-222-7000,http://www.hanhsp.co.kr,19940411,82,1,0,3,66,4,0,2,6,0,0,0,0,0,127.496538,36.619507
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 일심의료재단 포천우리병원,11,종합병원,310000,경기,312800,포천시,소흘읍,11174,"경기도 포천시 소흘읍 호국로 661, 661",031-542-0222,http://www.swoori.co.kr/,20000308,50,2,0,0,46,0,0,0,2,0,0,0,0,0,127.1481862,37.827471
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,의료법인 자산의료재단 제천서울병원,11,종합병원,330000,충북,330300,제천시,서부동,27170,"충청북도 제천시 숭문로 57-0, 서울병원",043-642-7606,http://www.seoulhp.co.kr/,19900511,28,0,0,0,26,1,0,0,1,0,0,0,0,0,128.2062355,37.138611
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 정산의료재단 효성병원,11,종합병원,330000,충북,330101,청주상당구,금천동,28736,"충청북도 청주시 상당구 쇠내로 16-0, 효성병원",043-221-5000,http://5388hyosunghospital.com,19951027,58,5,0,0,48,3,0,0,1,1,0,0,0,0,127.4953372,36.6244786
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인 정안의료재단 중앙병원,11,종합병원,260000,울산,260001,울산남구,신정동,44667,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",052-226-1100,,20150409,51,1,0,0,48,1,0,0,1,0,0,0,0,0,129.3046446,35.5322423
JDQ4MTYyMiM4MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,의료법인 중앙의료재단 중앙병원,11,종합병원,390000,제주,390200,제주시,이호이동,63109,"제주특별자치도 제주시 월랑로 91-0, 중앙병원",064-786-7000,,20130304,27,1,0,0,25,0,0,0,1,0,0,0,0,0,126.470529,33.4923256
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 청구성심병원,11,종합병원,110000,서울,110015,은평구,갈현동,3330,"서울특별시 은평구 통일로 873, (갈현동)",02-350-3300,www.cgss.co.kr/,19800128,26,1,0,0,25,0,0,0,0,0,0,0,0,0,126.9197006,37.6208615
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,의료법인 토마스의료재단 윌스기념병원,11,종합병원,310000,경기,310603,수원팔달구,인계동,16480,"경기도 수원시 팔달구 경수대로 437, (인계동)",031-223-2233,,20021021,61,7,0,0,53,0,0,0,0,0,0,0,0,1,127.0255443,37.2653229
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,의료법인 플러스의료재단 단원병원,11,종합병원,310000,경기,311101,안산단원구,초지동,15457,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",031-8040-6600,,20080301,54,0,0,0,54,0,0,0,0,0,0,0,0,0,126.8134934,37.3002024
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인 행도의료재단 해동병원,11,종합병원,210000,부산,210007,부산영도구,봉래동3가,49035,"부산광역시 영도구 태종로 133, (봉래동3가)",051-412-6161,,19840705,29,2,0,0,27,0,0,0,0,0,0,0,0,0,129.043866,35.0919442
JDQ4MTYyMiM4MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인 혜인의료재단 한국병원,11,종합병원,390000,제주,390200,제주시,삼도일동,63183,"제주특별자치도 제주시 서광로 193, (삼도일동)",064-750-0000,http://www.hankookhospital.co.kr,19830225,32,2,0,0,30,0,0,0,0,0,0,0,0,0,126.517062,33.500233
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인 힐링의료재단 옥천성모병원,11,종합병원,330000,충북,330005,옥천군,옥천읍,29031,"충청북도 옥천군 옥천읍 성왕로 1195-0,",043-730-7000,,20151101,18,2,0,0,16,0,0,0,0,0,0,0,0,0,127.5720099,36.3133286
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,의료법인갑을의료재단 갑을장유병원,11,종합병원,380000,경남,380100,김해시,부곡동,50971,"경상남도 김해시 장유로 167-13, (부곡동)",055-310-6000,www.kbhospital.com/,20050901,27,1,0,0,25,1,0,0,0,0,0,0,0,0,128.8056169,35.2086652
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,의료법인거명의료재단 영광기독병원,11,종합병원,360000,전남,360014,영광군,영광읍,57044,"전라남도 영광군 영광읍 신남로 265, (영광읍)",061-350-3000,,19880408,15,0,0,0,15,0,0,0,0,0,0,0,0,0,126.510877,35.274938
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNzEjJDEjJDgjJDgz,의료법인구의료재단 구병원,11,종합병원,230000,대구,230007,대구달서구,감삼동,42644,"대구광역시 달서구 감삼북길 141, (감삼동)",053-560-9016,http://www.gooh.co.kr,20070104,40,2,0,0,38,0,0,0,0,0,0,0,0,0,128.5414437,35.8506236
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,의료법인대송의료재단 무안병원,11,종합병원,360000,전남,360009,무안군,무안읍,58532,"전라남도 무안군 무안읍 몽탄로 65, (무안읍)",061-450-3111,http://www.muangh.co.kr,19940801,21,3,0,0,18,0,0,0,0,0,0,0,0,0,126.4893985,34.9916302
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인대인의료재단 다니엘종합병원,11,종합병원,310000,경기,310303,부천원미구,약대동,14513,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0001,http://www.danielhospital.com,20040611,22,0,0,0,21,1,0,0,0,0,0,0,0,0,126.7694764,37.5123067
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDgjJDgz,의료법인덕산의료재단김천제일병원,11,종합병원,370000,경북,370300,김천시,신음동,39544,"경상북도 김천시 신음1길 12,  (신음동)",054-420-9300,http://www.jeilh.com,19980529,38,0,0,0,38,0,0,0,0,0,0,0,0,0,128.1187923,36.1354003
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,의료법인동신의료재단 동신병원,11,종합병원,110000,서울,110010,서대문구,홍은동,3653,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",02-396-9161,http://www.dshospital.co.kr,19940622,21,1,0,0,20,0,0,0,0,0,0,0,0,0,126.9364251,37.5813323
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인동춘의료재단문경제일병원,11,종합병원,370000,경북,370800,문경시,모전동,36986,"경상북도 문경시 당교3길 25,  (모전동)",054-550-7700,http://www.mgjh.co.kr,19810605,35,0,0,0,34,0,0,0,1,0,0,0,0,0,128.189225,36.58444
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,의료법인루가의료재단 나은병원,11,종합병원,220000,인천,220005,인천서구,가좌동,22819,"인천광역시 서구 원적로 23, 23",032-584-0114,,20000814,85,3,0,0,78,1,0,0,3,0,0,0,0,0,126.6797293,37.4890718
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,의료법인명지의료재단명지병원,11,종합병원,310000,경기,311901,고양덕양구,화정동,10475,"경기도 고양시 덕양구 화수로14번길 55, (화정동)",031-810-5114,http://www.kdmc.or.kr,19830328,190,0,11,22,153,1,0,0,3,0,0,0,0,0,126.8312622,37.6419949
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,의료법인목포구암의료재단 목포중앙병원,11,종합병원,360000,전남,360300,목포시,석현동,58615,"전라남도 목포시 영산로 623,  (석현동)",061-280-3000,,19990309,37,1,0,0,35,1,0,0,0,0,0,0,0,0,126.421025,34.8213917
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,의료법인백송의료재단 굿모닝병원,11,종합병원,310000,경기,311200,평택시,합정동,17874,"경기도 평택시 중앙로 338, (합정동)",031-5182-7700,http://www.goodmhospital.co.kr,20020401,103,0,0,0,101,1,0,0,1,0,0,0,0,0,127.1204114,36.9906277
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,의료법인보원의료재단 경희대학교 교육협력 중앙병원,11,종합병원,380000,경남,380100,김해시,외동,50960,"경상남도 김해시 분성로 94-8, (외동)",055-330-6000,http://www.kjmc.co.kr,19970401,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.8570753,35.2307339
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,의료법인삼백의료재단상주성모병원,11,종합병원,370000,경북,370900,상주시,냉림동,37179,"경상북도 상주시 냉림서성길 7,  (냉림동)",054-532-5001,http://www.ssmh.co.kr,19800318,22,1,0,0,21,0,0,0,0,0,0,0,0,0,128.1597338,36.4203907
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인서울효천의료재단 에이치플러스양지병원,11,종합병원,110000,서울,110004,관악구,신림동,8779,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",02-1877-8875,http://www.newyjh.com,19800620,106,1,4,4,97,0,0,0,0,0,0,0,0,0,126.9325692,37.4841537
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,의료법인석영의료재단창원제일종합병원,11,종합병원,380000,경남,380702,창원마산합포구,중앙동3가,51732,"경상남도 창원시 마산합포구 3·15대로 238, (중앙동3가)",055-223-9000,http://www.mjeilh.co.kr/,20020501,14,0,0,0,14,0,0,0,0,0,0,0,0,0,128.5676,35.199085
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,의료법인석천재단고창병원,11,종합병원,350000,전북,350001,고창군,고창읍,56436,"전북특별자치도 고창군 고창읍 화신1길 9, (고창읍)",063-560-5600,http://www.gchospital.net/main.php,19880709,16,2,0,0,14,0,0,0,0,0,0,0,0,0,126.6933531,35.4364278
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,의료법인성광의료재단일산차병원,11,종합병원,310000,경기,311903,고양일산동구,장항동,10414,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",031-782-8300,,20191226,94,0,0,0,91,0,0,0,0,0,0,0,3,0,126.7757374,37.6541317
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDgjJDgz,의료법인성화의료재단  대한병원,11,종합병원,110000,서울,110024,강북구,수유동,1081,"서울특별시 강북구 도봉로 301, (수유동, 대한병원)",02-903-3232,http://www.daehanh.com,19820329,12,2,0,0,10,0,0,0,0,0,0,0,0,0,127.0226914,37.6354747
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,의료법인숭인의료재단 김해복음병원,11,종합병원,380000,경남,380100,김해시,삼정동,50923,"경상남도 김해시 활천로 33, (삼정동)",055-330-8888,,20051129,41,2,0,0,38,1,0,0,0,0,0,0,0,0,128.8931625,35.2306263
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,의료법인안동병원,11,종합병원,370000,경북,370400,안동시,수상동,36743,"경상북도 안동시 앙실로 11,  (수상동)",054-840-1004,http://www.andonghospital.co.kr,19820520,106,1,0,0,103,1,0,0,1,0,0,0,0,0,128.7010976,36.5467408
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인영경의료재단전주병원,11,종합병원,350000,전북,350401,전주완산구,중화산동2가,54985,"전북특별자치도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)",063-220-7200,www.jjhospital.co.kr/,20070110,44,1,0,0,42,1,0,0,0,0,0,0,0,0,127.1248246,35.8152645
